entropy
9.046238863495844
9.131253743787777
9.161852083068906
9.244672374869154
8.726653585419532
9.22551857442092
9.245760441530368
8.30604349527953
6.556668367171976
6.568702729794957
7.0998293973860305
7.517433420129266
8.332398581725318
9.229022995687036
8.99922688404752
