entropy
2.628843978379512
2.6152048732777406
3.7595743454511523
3.92635468881008
3.740416557349519
3.4878257209037935
3.10155802509345
2.995206952607432
3.181121453171007
3.5380757429551646
3.1898650790835363
3.063210173842587
2.6936561992918295
2.9778316730308045
3.1587452372865568
3.0580329835004036
2.791623850692106
2.6734412598098483
2.944922902431994
2.656644609891654
